,Unnamed: 0,Name,Type,Family,Category,Material,FileName,NBR_COD,NBR_DESC
64622,64622,3E.04.20.00.00-Sistemas Hidrosanitários - Ø319 cm,3E.04.20.00.00-Sistemas Hidrosanitários - Ø319 cm,Concreto-Redondo-Coluna,Pilares estruturais,3E.04.20.00.00-Sistemas Hidrosanitários,MG.BHZ.044-BAR-HID-MOD-002-TIPxxx-R01.nwc,,
65689,65689,"3E.04.20.00.00-Sistemas Hidrosanitários - 12,5 x 12,5 cm","3E.04.20.00.00-Sistemas Hidrosanitários - 12,5 x 12,5 cm",Concreto-Retangular-Coluna,Pilares estruturais,3E.04.20.00.00-Sistemas Hidrosanitários - ESGOTO,MG.BHZ.044-BAR-HID-MOD-002-TIPxxx-R01.nwc,,
90585,90585,Prioridade Baixa,Prioridade Baixa,Bolha de Clash,Modelos genéricos,Prioridade Baixa,MG.BHZ.044-BAR-FED-MOD-001-BUB-R0307.nwc,,
90758,90758,Prioridade Média,Prioridade Média,Bolha de Clash,Modelos genéricos,Prioridade Média,MG.BHZ.044-BAR-FED-MOD-001-BUB-R0307.nwc,,
90894,90894,Prioridade Alta,Prioridade Alta,Bolha de Clash,Modelos genéricos,Prioridade Alta,MG.BHZ.044-BAR-FED-MOD-001-BUB-R0307.nwc,,
90922,90922,"GE-01-32,5x12,5","GE-01-32,5x12,5",ARQ_Janela_Grelha_1F,Janelas,"GE-01-32,5x12,5",MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
90923,90923,"GI-01-32,5x12,5","GI-01-32,5x12,5",ARQ_Janela_Grelha_1F,Janelas,"GI-01-32,5x12,5",MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
90924,90924,L 5x5cm,L 5x5cm,ARQ_Junta Dilatacao,Quadro estrutural,L 5x5cm,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
90926,90926,P13-150x235,P13-150x235,ARQ_Porta_Aluminio_1F_Abrir_VidroFixo,Portas,P13-150x235,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
90928,90928,80x210,80x210,ARQ_Porta_Aço_2F_Elevador,Portas,80x210,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
90932,90932,PCF01B-80x210,PCF01B-80x210,ARQ_Porta_PCF_1F_Abrir_PC,Portas,PCF01B-80x210,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
90933,90933,"P06-159,5x235","P06-159,5x235",ARQ_Porta_Aluminio_2F_Correr,Portas,"P06-159,5x235",MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
90939,90939,P02B-80x210,P02B-80x210,ARQ_Porta_Madeira_1F_Abrir,Portas,P02B-80x210,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
90941,90941,P02C-80x210,P02C-80x210,ARQ_Porta_Madeira_1F_Abrir,Portas,P02C-80x210,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
90943,90943,P02D-80x210,P02D-80x210,ARQ_Porta_Madeira_1F_Abrir,Portas,P02D-80x210,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
90949,90949,P01B-70x210,P01B-70x210,ARQ_Porta_Madeira_1F_Abrir,Portas,P01B-70x210,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
90958,90958,P01A-70x210,P01A-70x210,ARQ_Porta_Madeira_1F_Abrir,Portas,P01A-70x210,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
90973,90973,P01C-70x210,P01C-70x210,ARQ_Porta_Madeira_1F_Abrir,Portas,P01C-70x210,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
90977,90977,P02A-80x210,P02A-80x210,ARQ_Porta_Madeira_1F_Abrir,Portas,P02A-80x210,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
90984,90984,Granito Cinza,Granito Cinza,ARQ_Soleira,Modelos genéricos,Granito Cinza,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91081,91081,PI05-010-PisoLaminadoHall,PI05-010-PisoLaminadoHall,Piso,Pisos,Fase - Existente,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91083,91083,PI-130-LajeConcreto-REF,PI-130-LajeConcreto-REF,Piso,Pisos,Fase - Existente,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91085,91085,PI-110-LajeConcreto-REF,PI-110-LajeConcreto-REF,Piso,Pisos,Fase - Existente,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91109,91109,PI06-001-PisoEscada,PI06-001-PisoEscada,Piso,Pisos,Fase - Existente,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91110,91110,PI03-035-Porcelanato60x60cm_Cinza,PI03-035-Porcelanato60x60cm_Cinza,Piso,Pisos,Fase - Existente,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91118,91118,PI03-040-Porcelanato60x60cm_Cinza,PI03-040-Porcelanato60x60cm_Cinza,Piso,Pisos,Fase - Existente,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91169,91169,M05-Acabamento Registro,M05-Acabamento Registro,ARQ_AcabamentoRegistro,Peças hidrossanitárias,M05-Acabamento Registro,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91209,91209,M09,M09,ARQ_BancoArticulado,Peças hidrossanitárias,M09,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91213,91213,L03-Lavatorio Suspenso,L03-Lavatorio Suspenso,ARQ_Lavatorio_PCD,Peças hidrossanitárias,L03-Lavatorio Suspenso,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91215,91215,L05-Lavatorio de Canto,L05-Lavatorio de Canto,ARQ_Lavatorio_Canto,Peças hidrossanitárias,L05-Lavatorio de Canto,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91217,91217,M15-PCD 0863-Regulador,M15-PCD 0863-Regulador,ARQ_Torneira_Banheiro_PCD,Peças hidrossanitárias,M15-PCD 0863-Regulador,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91223,91223,L02-Tanque Sintetico,L02-Tanque Sintetico,ARQ_Tanque_Sintetico,Peças hidrossanitárias,L02-Tanque Sintetico,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91232,91232,M13-Bica Alta C-36-Regulador,M13-Bica Alta C-36-Regulador,ARQ_Torneira_AS,Peças hidrossanitárias,M13-Bica Alta C-36-Regulador,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91239,91239,CA01-Carenagem-Semi-circular-55cm,CA01-Carenagem-Semi-circular-55cm,ARQ_Carenagem,Peças hidrossanitárias,CA01-Carenagem-Semi-circular-55cm,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91256,91256,Chuveiro Eletrico,Chuveiro Eletrico,ARQ_Chuveiro,Peças hidrossanitárias,Chuveiro Eletrico,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91283,91283,M01-Bica Alta C-36-Regulador,M01-Bica Alta C-36-Regulador,ARQ_Torneira_Banheiro,Peças hidrossanitárias,M01-Bica Alta C-36-Regulador,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91296,91296,L04-Bacia Sanitaria Monobloco PCD,L04-Bacia Sanitaria Monobloco PCD,ARQ_Bacia_Sanitaria_Caixa_Acoplada,Peças hidrossanitárias,L04-Bacia Sanitaria Monobloco PCD,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91300,91300,M06-80cm,M06-80cm,ARQ_BarradeApoioLateralArticulada,Peças hidrossanitárias,M06-80cm,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91304,91304,M17-70cm,M17-70cm,ARQ_Barra_PCD,Peças hidrossanitárias,M17-70cm,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91312,91312,M08-40cm,M08-40cm,ARQ_Barra_PCD,Peças hidrossanitárias,M08-40cm,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91317,91317,M07-80cm,M07-80cm,ARQ_Barra_PCD,Peças hidrossanitárias,M07-80cm,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91325,91325,L01-Bacia Sanitaria Monobloco,L01-Bacia Sanitaria Monobloco,ARQ_Bacia_Sanitaria_Caixa_Acoplada,Peças hidrossanitárias,L01-Bacia Sanitaria Monobloco,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91337,91337,10x10cm,10x10cm,ARQ_RaloSifonado,Peças hidrossanitárias,10x10cm,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91386,91386,RE05-001-PinturaCal_Parede,RE05-001-PinturaCal_Parede,Parede básica,Paredes,Fase - Existente,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91402,91402,R04-RodapeEscada,R04-RodapeEscada,Parede básica,Paredes,Fase - Existente,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91413,91413,RE08-002-PinturaCinzaClaroTexturizada_Acrilica_Massa,RE08-002-PinturaCinzaClaroTexturizada_Acrilica_Massa,Parede básica,Paredes,Fase - Existente,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91426,91426,FA01-002-PinturaBrancoNeve_Acrilica_Massa,FA01-002-PinturaBrancoNeve_Acrilica_Massa,Parede básica,Paredes,Fase - Existente,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91497,91497,XX-160-FechamentoElevador,XX-160-FechamentoElevador,Parede básica,Paredes,Fase - Existente,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91501,91501,PC-100-Osso/ParedeConcreto/Osso-REF,PC-100-Osso/ParedeConcreto/Osso-REF,Parede básica,Paredes,Fase - Existente,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91502,91502,DW-100-PlacaRU/DW70/PlacaRU,DW-100-PlacaRU/DW70/PlacaRU,Parede básica,Paredes,@GessoAcartonadoRU,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91515,91515,DW-100-PlacaRU/DW70/PlacaST,DW-100-PlacaRU/DW70/PlacaST,Parede básica,Paredes,Fase - Demo,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91558,91558,DW-100-PlacaST/DW70/PlacaST,DW-100-PlacaST/DW70/PlacaST,Parede básica,Paredes,Fase - Existente,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91597,91597,RE01-010-Ceramico7x25cm-Cozinha,RE01-010-Ceramico7x25cm-Cozinha,Parede básica,Paredes,Fase - Existente,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91621,91621,DW-012-PlacaRU,DW-012-PlacaRU,Parede básica,Paredes,Fase - Existente,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91629,91629,"RE02-010-Ceramico33,5x60cm_Banheiro","RE02-010-Ceramico33,5x60cm_Banheiro",Parede básica,Paredes,Fase - Existente,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91715,91715,SH01-030-PlacaRU_Shaft,SH01-030-PlacaRU_Shaft,Parede básica,Paredes,Fase - Existente,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91788,91788,SH02-030-PlacaST_Shaft,SH02-030-PlacaST_Shaft,Parede básica,Paredes,Fase - Existente,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91799,91799,DW-012-PlacaST,DW-012-PlacaST,Parede básica,Paredes,@GessoAcartonadoST,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91813,91813,PC-160-Osso/ParedeConcreto/Osso-REF,PC-160-Osso/ParedeConcreto/Osso-REF,Parede básica,Paredes,Fase - Existente,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91868,91868,PC-160-Osso/ParedeConcreto/Osso-EXT-REF,PC-160-Osso/ParedeConcreto/Osso-EXT-REF,Parede básica,Paredes,@Concreto,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91947,91947,R02-MDF-5cm,R02-MDF-5cm,Moldura de parede,Molduras de parede,Fase - Existente,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
91951,91951,R01-Porcelanato_Cinza-5cm,R01-Porcelanato_Cinza-5cm,Moldura de parede,Molduras de parede,Fase - Existente,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92121,92121,SINALIZAÇÃO,SINALIZAÇÃO,ARQ_Smb_PCD_Escada,Modelos genéricos,SINALIZAÇÃO,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92123,92123,Tartaruga_PVC_7W,Tartaruga_PVC_7W,ARQ_Luminaria_ArandelaSimples,Luminárias,Tartaruga_PVC_7W,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92134,92134,Parede,Parede,ARQ_BlocoAutonomo,Luminárias,Parede,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92139,92139,21W_30x30_Romalux,21W_30x30_Romalux,ARQ_Luminaria_Plafon_Sobrepor,Luminárias,21W_30x30_Romalux,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92140,92140,7W_11x11_Romalux,7W_11x11_Romalux,ARQ_Luminaria_Plafon_Embutir,Luminárias,7W_11x11_Romalux,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92152,92152,DCF-01B-20x20,DCF-01B-20x20,ARQ_Janela_Dumper_SemHost,Janelas,DCF-01B-20x20,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92154,92154,"J15-52,5x32,5","J15-52,5x32,5",ARQ_Janela_Aluminio_1F_Veneziana_Trox,Janelas,"J15-52,5x32,5",MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92155,92155,"J26-113,5x149,5","J26-113,5x149,5",ARQ_Janela_Aluminio_2F_Maximar_Bandeira,Janelas,"J26-113,5x149,5",MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92156,92156,"J12-134,5x149,5","J12-134,5x149,5",ARQ_Janela_Aluminio_2F_Correr_Bandeira,Janelas,"J12-134,5x149,5",MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92159,92159,"J11-94,5x149,5","J11-94,5x149,5",ARQ_Janela_Aluminio_2F_Correr_Bandeira,Janelas,"J11-94,5x149,5",MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92161,92161,"J13-119,5x149,5","J13-119,5x149,5",ARQ_Janela_Aluminio_2F_Correr_Bandeira,Janelas,"J13-119,5x149,5",MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92163,92163,"J03-95,5x151,5","J03-95,5x151,5",ARQ_Janela_Aluminio_2F_Correr_Bandeira,Janelas,"J03-95,5x151,5",MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92167,92167,"J04-119,5x107,5","J04-119,5x107,5",ARQ_Janela_Aluminio_2F_Correr,Janelas,"J04-119,5x107,5",MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92172,92172,"J09-94,5x107,5","J09-94,5x107,5",ARQ_Janela_Aluminio_2F_Correr,Janelas,"J09-94,5x107,5",MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92179,92179,"J05-134,5x107,5","J05-134,5x107,5",ARQ_Janela_Aluminio_2F_Correr,Janelas,"J05-134,5x107,5",MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92190,92190,"J01A-59,5x76,5","J01A-59,5x76,5",ARQ_Janela_Aluminio_1F_Maximar_Bandeira,Janelas,"J01A-59,5x76,5",MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92205,92205,Granito Cinza-CM,Granito Cinza-CM,ARQ_Pingadeira,Modelos genéricos,Granito Cinza-CM,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92264,92264,Granito Cinza-A,Granito Cinza-A,ARQ_Pingadeira,Modelos genéricos,Granito Cinza-A,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92281,92281,ARQ_GradilVaranda_AlumínioBranco,ARQ_GradilVaranda_AlumínioBranco,Guarda-corpo,Guarda-corpos,Guarda-corpo,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92289,92289,ARQ_Corrimão_Parede_Duplo_Separado-Final,ARQ_Corrimão_Parede_Duplo_Separado-Final,Guarda-corpo,Guarda-corpos,Guarda-corpo,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92290,92290,ARQ_Corrimão_Parede_Duplo_Unido-Nenhum,ARQ_Corrimão_Parede_Duplo_Unido-Nenhum,Guarda-corpo,Guarda-corpos,Guarda-corpo,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92291,92291,TE02-005-PinturaCinzaClaro_Texturizada_Acrilica_Laje,TE02-005-PinturaCinzaClaro_Texturizada_Acrilica_Laje,Forro composto,Forros,Fase - Existente,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92295,92295,TE03-005-PinturaBrancaLisa_Acrilica_Massa,TE03-005-PinturaBrancaLisa_Acrilica_Massa,Forro composto,Forros,Fase - Existente,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92311,92311,FO02-030-PinturaBranca/PlacaST_Acrilica,FO02-030-PinturaBranca/PlacaST_Acrilica,Forro composto,Forros,Fase - Existente,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92312,92312,TE01-005-PinturaBrancaLisa_Acrilica_Antimofo_Massa,TE01-005-PinturaBrancaLisa_Acrilica_Antimofo_Massa,Forro composto,Forros,Fase - Existente,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92342,92342,FO03-030-PinturaBranca/PlacaRU_Acrilica_Antimofo,FO03-030-PinturaBranca/PlacaRU_Acrilica_Antimofo,Forro composto,Forros,Fase - Demo,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92359,92359,Escada,Stair-PI06-PisoEscada,Escada montada,Escadas,Stair-PI06-PisoEscada,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92360,92360,7 pontos,7 pontos,ARQ_Sifao-adaptativa-DIR,Equipamento especial,7 pontos,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92368,92368,GranitoBranco-120x55cm-D,GranitoBranco-120x55cm-D,ARQ_Bancada_Cozinha_Pia_Embutida_PCD,Componentes de gabinete,GranitoBranco-120x55cm-D,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92369,92369,M12-0860,M12-0860,ARQ_Torneira_Cozinha_PCD,Peças hidrossanitárias,M12-0860,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92370,92370,M14-0860-Regulador,M14-0860-Regulador,ARQ_Torneira_Cozinha_PCD,Peças hidrossanitárias,M14-0860-Regulador,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92375,92375,GranitoBranco-120x55cm-E,GranitoBranco-120x55cm-E,ARQ_Bancada_Cozinha_Pia_Embutida_PCD,Componentes de gabinete,GranitoBranco-120x55cm-E,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92392,92392,40x7cm,40x7cm,ARQ_Sanca_L,Componentes de gabinete,40x7cm,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92394,92394,10x7cm,10x7cm,ARQ_Sanca_L,Componentes de gabinete,10x7cm,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92417,92417,10x20cm,10x20cm,ARQ_Sanca_L,Componentes de gabinete,10x20cm,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92425,92425,22x15cm,22x15cm,ARQ_Sanca_L,Componentes de gabinete,22x15cm,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92433,92433,50x20cm,50x20cm,ARQ_Sanca_L,Componentes de gabinete,50x20cm,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92441,92441,20x20cm,20x20cm,ARQ_Sanca_L,Componentes de gabinete,20x20cm,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92457,92457,23x20cm,23x20cm,ARQ_Sanca_L,Componentes de gabinete,23x20cm,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92465,92465,58x38cm,58x38cm,ARQ_Sanca_L,Componentes de gabinete,58x38cm,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92467,92467,61x38cm,61x38cm,ARQ_Sanca_L,Componentes de gabinete,61x38cm,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92469,92469,40x38cm,40x38cm,ARQ_Sanca_L,Componentes de gabinete,40x38cm,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92474,92474,M21-46x30x17cm,M21-46x30x17cm,ARQ_Metais_CubaInoxEmbutir,Peças hidrossanitárias,M21-46x30x17cm,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92484,92484,M02-Bica Alta C-36-Regulador,M02-Bica Alta C-36-Regulador,ARQ_Torneira_Cozinha,Peças hidrossanitárias,M02-Bica Alta C-36-Regulador,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92491,92491,M18-60cm,M18-60cm,ARQ_Barra_PCD,Peças hidrossanitárias,M18-60cm,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
125498,125498,Stair-PI06-PisoEscada,Stair-PI06-PisoEscada,Lance não monolítico,Lances,Lance(Interno),MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
125641,125641,CO6-TelhaTranslucida,CO6-TelhaTranslucida,Telhado básico,Telhados,@ToldoPolicarbonato,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
125653,125653,C01-TelhaFibrocimento,C01-TelhaFibrocimento,Telhado básico,Telhados,@TelhaMetalica,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
125655,125655,Ø50mm,Ø50mm,ARQ_BuzinotePluvial,Peças hidrossanitárias,Ø50mm,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
125657,125657,Ø150mm,Ø150mm,ARQ_ColetorPluvial,Peças hidrossanitárias,Ø150mm,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
125659,125659,PCF02-80x210,PCF02-80x210,ARQ_Porta_PCF_1F_Abrir_PC,Portas,PCF02-80x210,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
125661,125661,PCF01A-80x210,PCF01A-80x210,ARQ_Porta_PCF_1F_Abrir_PC,Portas,PCF01A-80x210,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
125684,125684,"J27-113,5x152,5","J27-113,5x152,5",ARQ_Janela_Aluminio_1F_Veneziana,Janelas,"J27-113,5x152,5",MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
